Trailer_id,Title,ReleaseYear,Studio,OpeningTheaters,ViewCount,LikeCount,DislikeCount,LikeDislikeRatio,CommentCount,positiveWordsBL,negativeWordsBL,netSentimentBL,scoreAbsoluteAFINN,budget,OpeningWeekendGross,genre,mpaaRating,TotalGross
nwZNypYmPFE,The Family (2013),2013,Rela.,"3,091",4436802,10035,465,21.58064516,1933,1208,725,483,1642,30000000,"$14,034,764 ",Comedy,R,"$36,918,811 "
R-R9JY4le7k,Risen,2016,Sony,"2,915",3253819,5279,726,7.27,1675,1093,1047,46,780,20000000,"$11,801,271 ",Action,PG-13,"$36,880,033 "
lEtNIoPxcq8,Million Dollar Arm,2014,BV,"3,019",2122866,7423,240,30.93,567,380,176,204,621,25000000,"$10,515,659 ",Drama,PG,"$36,457,627 "
aDshY43Ol2U,The Commuter,2018,LGF,"2,892",7820262,13400,640,20.94,1404,665,523,142,486,40000000,"$13,701,452 ",Action,PG-13,"$36,343,858 "
GQR5zsLHbYw,The Nice Guys,2016,WB,"2,865",8200014,16287,612,26.61,1053,894,598,296,1626,50000000,"$11,203,270 ",Comedy,R,"$36,261,763 "
IC_lnyn2R2Q,The 15:17 to Paris,2018,WB,"3,042",4848212,18283,1421,12.87,2646,1746,1966,-220,-196,30000000,"$12,554,286 ",Drama,PG-13,"$36,250,957 "
ySxRlsAbEpw,American Assassin,2017,LGF,"3,154",4205751,17874,1149,15.56,1181,486,588,-102,-157,33000000,"$14,846,778 ",Action,R,"$36,249,674 "
jSEY-y5ZByw,Mile 22,2018,STX,"3,520",8009525,68748,2119,32.44,9250,2496,1114,1382,3627,50000000,"$13,710,825 ",Action,R,"$36,108,758 "
P7lBKBxIwGM,Walking with Dinosaurs,2013,Fox,"3,231",7955675,16814,1495,11.25,2590,1827,1227,600,1648,80000000,"$7,091,938 ",Other,PG,"$36,076,121 "
XGbB9UQ6r1g,The Boy (2016),2016,STX,"2,671",13863345,44205,2208,20.02,7162,2474,3661,-1187,-1740,10000000,"$10,778,392 ",Horror,PG-13,"$35,819,556 "
fTHSqutzOcQ,Trouble with the Curve,2012,WB,"3,212",1633232,3161,69,45.81,119,96,54,42,92,60000000,"$12,162,040 ",Drama,PG-13,"$35,763,137 "
uIxnTi4GmCo,Alpha,2018,Studio 8,"2,719",18370973,133771,4067,32.89,6645,3599,1990,1609,5775,51000000,"$10,352,512 ",Action,PG-13,"$35,596,262 "
aZSzMIFZT7Q,Dirty Grandpa,2016,LGF,"2,912",13931085,43775,2532,17.29,2086,970,1087,-117,639,25000000,"$11,111,875 ",Comedy,R,"$35,593,113 "
MgbBwovOOoc,The Boy Next Door,2015,Uni.,"2,602",10940292,21919,1542,14.21,2972,1644,1348,296,1138,4000000,"$14,910,105 ",Thriller,R,"$35,423,380 "
y2X-R_PR6xs,The Watch,2012,Fox,"3,168",3507587,5753,380,17.02,2168,759,918,-159,715,68000000,"$12,750,297 ",Comedy,R,"$35,353,000 "
XBfcGLBJ2Uc,Frankenweenie,2012,BV,"3,005",1710727,5349,228,23.46,1271,832,624,208,771,39000000,"$11,412,213 ",Animation,PG,"$35,291,068 "
qSn7JyijA8k,Carrie (2013),2013,SGem,"3,157",4423395,22385,948,23.61,5059,3818,2842,976,2323,30000000,"$16,101,552 ",Horror,R,"$35,266,619 "
sdL70wkf_H0,Peppermint,2018,STX,"2,980",6049621,5101,330,15.46,704,378,337,41,308,25000000,"$13,423,255 ",Action,R,"$35,168,372 "
MJIcZGEjjwo,Ouija: Origin of Evil,2016,Uni.,"3,167",6581893,16622,2600,6.39,3967,1578,2474,-896,-1855,9000000,"$14,065,500 ",Horror,PG-13,"$35,144,505 "
tjW1mKwNUSo,Pan,2015,WB,"3,515",12951101,43168,3349,12.89,5879,3121,3589,-468,1571,150000000,"$15,315,435 ",Fantasy,PG,"$35,088,320 "
gdamC7jUrjs,Step Up Revolution,2012,LG/S,"2,567",17121150,62729,3299,19.01,14030,6859,4021,2838,8002,33000000,"$11,731,708 ",Drama,PG-13,"$35,074,677 "
HaO8f_eA4aM,Tyler Perry's Good Deeds,2012,LGF,"2,132",956011,1164,122,9.54,177,169,95,74,257,14000000,"$15,583,924 ",Drama,PG-13,"$35,025,791 "
kmxLybfGNC4,The 5th Wave,2016,Sony,"2,908",16154538,49434,2745,18.01,7116,3917,3465,452,2564,38000000,"$10,326,356 ",Sci-Fi,PG-13,"$34,916,787 "
fUeOBdxSjc8,Hot Pursuit,2015,WB (NL),"3,003",9793851,36092,1454,24.82,1279,684,617,67,1423,35000000,"$13,942,258 ",Comedy,PG-13,"$34,580,201 "
Io6hPdC41RM,Concussion (2015),2015,Sony,"2,841",17923018,22483,1893,11.88,3530,2090,2007,83,1132,35000000,"$10,513,749 ",Drama,PG-13,"$34,542,474 "
om9YCk7ufHs,The Foreigner,2017,STX,"2,515",9797100,79091,1514,52.24,8562,4087,3055,1032,2746,35000000,"$13,113,024 ",Action,R,"$34,393,507 "
RH2BD49sEZI,Inferno,2016,Sony,"3,576",11452315,23374,1152,20.29,2396,1232,1307,-75,823,75000000,"$14,860,425 ",Drama,PG-13,"$34,343,574 "
75TvtJIbbNY,Texas Chainsaw 3D,2013,LGF,"2,654",3904367,10290,1066,9.65,2811,1872,2301,-429,-869,20000000,"$21,744,470 ",Horror,R,"$34,341,945 "
fH0cEP0mvlU,This is Where I Leave You,2014,WB,"2,868",8018767,20784,1342,15.49,1367,850,708,142,973,19800000,"$11,558,149 ",Comedy,R,"$34,296,320 "
42KNwQ6u42U,"Everything, Everything",2017,WB,"2,801",7190934,81563,2012,40.54,6119,2771,2105,666,4007,10000000,"$11,727,390 ",Drama,PG-13,"$34,121,140 "
6tCxnHCqqxg,"Monsters, Inc. (3D)",2012,BV,"2,618",2220135,2215,478,4.63,487,255,116,139,468,18000000,"$4,774,686 ",Animation,G,"$34,043,006 "
ci7eKlNRiuw,The DUFF,2015,LGF,"2,575",17621099,71018,2622,27.09,3924,2923,2309,614,3018,8500000,"$10,809,149 ",Comedy,PG-13,"$34,030,343 "
HzILu6yyA20,Death Wish (2018),2018,MGM,"2,847",10482535,11962,1343,8.91,1804,990,1065,-75,132,30000000,"$13,010,267 ",Action,R,"$34,017,028 "
EuOlYPSEzSc,Geostorm,2017,WB,"3,246",13410886,37786,5580,6.77,5487,2588,3541,-953,-1219,120000000,"$13,707,376 ",Action,PG-13,"$33,700,160 "
Y5gPQXbFs9Y,The Gambler,2014,Par.,"2,478",6295545,8294,635,13.06,858,468,399,69,243,25000000,"$9,129,999 ",Drama,R,"$33,680,992 "
X07xNrVd7DU,R.I.P.D.,2013,Uni.,"2,852",6289806,25408,1201,21.16,5340,3305,2607,698,2876,130000000,"$12,691,415 ",Action,PG-13,"$33,618,855 "
CXkUaaVrB_s,The Spy Who Dumped Me,2018,LGF,"3,111",7850489,16117,862,18.7,926,632,509,123,606,40000000,"$12,103,043 ",Comedy,R,"$33,562,069 "
wQGawWqJdfs,Monster Trucks,2017,Par.,"3,119",4301428,20524,3087,6.65,2883,1566,1342,224,1309,125000000,"$10,950,705 ",Comedy,PG,"$33,370,166 "
3REYWGRmLnQ,The Second Best Exotic Marigold Hotel,2015,FoxS,"1,573",1096685,2815,128,21.99,219,221,93,128,466,10000000,"$8,540,370 ",Comedy,PG,"$33,078,266 "
89OP78l9oF0,Annihilation,2018,Par.,"2,012",15685299,61051,5674,10.76,11570,6912,8639,-1727,701,40000000,"$11,071,584 ",Sci-Fi,R,"$32,732,301 "
2BPr217zLps,Mother's Day,2016,ORF,"3,035",10592848,39173,2628,14.91,2293,1018,816,202,982,25000000,"$8,369,184 ",Comedy,PG-13,"$32,492,859 "
Q72LWqCx3pc,Unfriended,2015,Uni.,"2,739",24519487,142062,11168,12.72,24605,8220,16214,-7994,-16490,1000000,"$15,845,115 ",Horror,R,"$32,482,090 "
ccE9LeAbPU4,Paranormal Activity: The Marked Ones,2014,Par.,"2,867",1733183,5438,988,5.5,1292,586,796,-210,-396,5000000,"$18,343,611 ",Horror,R,"$32,462,372 "
X8kYDQan8bw,Nightcrawler,2014,ORF,"2,766",7810579,19258,760,25.34,2565,1895,1189,706,2353,8500000,"$10,441,000 ",Drama,R,"$32,381,217 "
SGSE_XPF4_g,Entourage,2015,WB,"3,108",7425929,15856,1590,9.97,1490,707,589,118,497,30000000,"$10,283,250 ",Comedy,R,"$32,363,404 "
T69cdWclv9I,Kevin Hart: Let Me Explain,2013,LG/S,876,1468716,5116,195,26.24,733,293,377,-84,580,2500000,"$10,030,463 ",Comedy,R,"$32,244,051 "
6YVBj2o_3mg,Fist Fight,2017,WB (NL),"3,185",5162193,12932,689,18.77,1137,362,506,-144,-24,25000000,"$12,201,873 ",Comedy,R,"$32,187,017 "
EFEou3MBLi4,Side Effects (2013),2013,ORF,"2,605",2982570,2679,277,9.67,588,405,372,33,256,30000000,"$9,303,145 ",Thriller,R,"$32,172,757 "
I_7zAlNreH4,How to be a Latin Lover,2017,PNT,"1,118",4336496,26582,2095,12.69,827,345,335,10,405,13000000,"$12,252,439 ",Comedy,PG-13,"$32,149,404 "
RMDZ8M47j0I,Scary Movie 5,2013,W/Dim.,"3,402",13594834,30348,7021,4.32,11186,4790,10072,-5282,-6653,20000000,"$14,157,367 ",Comedy,PG-13,"$32,015,787 "
rFGiHm5WMLk,Paper Towns,2015,Fox,"3,031",21914061,193453,3381,57.22,11283,7601,3060,4541,15595,12000000,"$12,650,140 ",Drama,PG-13,"$32,000,304 "
Qtuw75bfM50,House at the End of The Street,2012,Rela.,"3,083",1739357,558,37,15.08,180,102,87,15,12,10000000,"$12,287,234 ",Thriller,PG-13,"$31,611,916 "
lyy7y0QOK-0,Chappie,2015,Sony,"3,201",12565127,35741,2013,17.76,6522,3924,3307,617,2699,49000000,"$13,346,782 ",Sci-Fi,R,"$31,569,268 "
HdMP4sWc71M,Adrift,2018,STX,"3,015",4861222,33194,584,56.84,816,429,297,132,631,35000000,"$11,603,039 ",Drama,PG-13,"$31,445,012 "
GHlwRsl2uFk,The Mortal Instruments: City of Bones,2013,SGem,"3,118",7530356,43357,1126,38.51,9839,8460,5193,3267,11058,60000000,"$9,336,957 ",Fantasy,PG-13,"$31,165,421 "
IJBnK2wNQSo,Gods of Egypt,2016,LG/S,"3,117",25101760,68120,15580,4.37,24332,10676,11857,-1181,1249,140000000,"$14,123,903 ",Action,PG-13,"$31,153,464 "
oquZifON8Eg,Crimson Peak,2015,Uni.,"2,984",10952678,24034,1325,18.14,3154,2056,1735,321,1576,55000000,"$13,143,310 ",Horror,R,"$31,090,320 "
90VYxDfE-cI,The Pirates! Band of Misfits,2012,Sony,"3,358",1897162,232,109,2.13,99,63,46,17,75,55000000,"$11,137,734 ",Animation,PG,"$31,051,126 "
isQ5Ycie73U,Collateral Beauty,2016,WB (NL),"3,028",10704196,52397,2262,23.16,4192,2679,1970,709,3168,36000000,"$7,102,085 ",Drama,PG-13,"$31,016,021 "
rlR_vDzDNyE,Joyful Noise,2012,WB,"2,735",682995,1188,97,12.25,331,249,113,136,504,25000000,"$11,225,190 ",Comedy,PG-13,"$30,932,113 "
R-Ht8VRPRvU,Kidnap (2017),2017,Aviron,"2,378",8015052,25764,1431,18,4115,1809,1978,-169,-62,21000000,"$10,016,323 ",Action,R,"$30,718,107 "
bwEUvSKUpYk,Get On Up,2014,Uni.,"2,468",1101520,498,20,24.9,33,16,14,2,8,30000000,"$13,585,915 ",Drama,PG-13,"$30,703,100 "
yswZKfnmf7c,3 Days to Kill,2014,Rela.,"2,872",4929120,11869,578,20.53,882,493,428,65,330,28000000,"$12,242,218 ",Action,PG-13,"$30,697,999 "
yGAktL45XNQ,Delivery Man,2013,BV,"3,036",3560608,8869,396,22.4,1260,762,474,288,1015,26000000,"$7,944,977 ",Comedy,PG-13,"$30,664,106 "
EXYE7j7lp6M,Super Troopers 2,2018,Fox,"2,038",6266782,128,4,32,31,14,5,9,21,13500000,"$15,181,624 ",Comedy,R,"$30,617,396 "
F1KY_pMBVXQ,Deliver Us From Evil,2014,SGem,"3,049",2568605,1880,135,13.93,341,302,347,-45,156,30000000,"$9,740,471 ",Horror,R,"$30,577,122 "
JRqKieJzCeo,"Hail, Caesar!",2016,Uni.,"2,232",5081433,20756,735,28.24,1038,470,263,207,814,22000000,"$11,355,225 ",Comedy,PG-13,"$30,498,085 "
ySy8mcceTno,Slender Man,2018,SGem,"2,358",17293185,192908,38749,4.98,45961,16064,18615,-2551,7451,10000000,"$11,371,866 ",Horror,PG-13,"$30,461,318 "
r6FxROAHJH4,Underworld: Blood Wars,2017,SGem,"3,070",8343679,38161,2658,14.36,4953,2307,1935,372,840,35000000,"$13,688,751 ",Horror,R,"$30,353,973 "
Mu41hu1a_8c,The Mountain Between Us,2017,Fox,"3,088",2076872,11376,413,27.54,1180,554,554,0,363,35000000,"$10,551,336 ",Drama,PG-13,"$30,348,555 "
cuA-xqBw4jE,Life (2017),2017,Sony,"3,146",8854864,19088,1416,13.48,3562,1470,1782,-312,353,58000000,"$12,501,936 ",Sci-Fi,R,"$30,234,022 "
qT0aE4iAnJo,When the Game Stands Tall,2014,TriS,"2,673",5023551,8140,441,18.46,972,677,494,183,848,15000000,"$8,381,509 ",Drama,PG,"$30,127,963 "
1bQSOBJCPQE,Grudge Match,2013,WB,"2,838",4202673,9436,437,21.59267735,1480,957,1216,-259,1327,40000000,"$7,021,993 ",Comedy,PG-13,"$29,807,260 "
_f5a0MfhY3A,When the Bough Breaks,2016,SGem,"2,246",4533424,3193,393,8.12,905,407,293,114,807,10000000,"$14,202,323 ",Drama,PG-13,"$29,747,603 "
r9WhJyyTtqo,Teen Titans Go! To The Movies,2018,WB,"3,188",8895943,42316,11558,3.66,13471,7651,6479,1172,8163,10000000,"$10,411,189 ",Animation,PG,"$29,562,341 "
cOF2LIAp9bw,A Walk in the Woods,2015,BG,"1,960",1465353,3506,207,16.94,363,304,168,136,557,8000000,"$8,246,267 ",Comedy,R,"$29,504,281 "
CI5BjbI_IZ8,Chimpanzee,2012,BV,"1,563",629671,1801,87,20.7,33,44,4,40,111,5000000,"$10,673,748 ",Other,G,"$28,972,764 "
MmqeOZXhycg,One Direction: This is Us,2013,TriS,"2,735",1318726,27739,438,63.33,1309,500,405,95,448,10000000,"$15,815,497 ",Other,PG,"$28,873,374 "
4CL4LNWHegk,Zoolander 2,2016,Par.,"3,394",21831247,83298,5333,15.62,9685,3660,4565,-905,258,55000000,"$13,841,146 ",Comedy,PG-13,"$28,848,693 "
K3SlVsdUuBY,Draft Day,2014,LG/S,"2,781",3814973,2317,286,8.1,613,559,411,148,714,25000000,"$9,783,603 ",Drama,PG-13,"$28,842,237 "
IoRF_Bzuwtk,The Five-Year Engagement,2012,Uni.,"2,936",1307712,3394,136,24.96,445,174,140,34,307,30000000,"$10,610,060 ",Comedy,R,"$28,835,528 "
Td921lYSBIA,Kick-Ass 2,2013,Uni.,"2,940",2998676,10119,482,20.99,1195,612,422,190,-8,28000000,"$13,332,955 ",Comedy,R,"$28,795,985 "
ncvFAm4kYCo,Point Break (2015),2015,WB,"2,910",22106103,46549,13715,3.39,7078,4900,5877,-977,-2678,105000000,"$9,800,252 ",Action,PG-13,"$28,782,481 "
e5qIZ89hj_A,The Nut Job 2: Nutty by Nature,2017,ORF,"4,003",3222540,13771,1055,13.05,1089,368,297,71,396,40000000,"$8,342,311 ",Animation,PG,"$28,370,522 "
p17DJbPRLc0,Rings,2017,Par.,"2,931",6092678,10310,2537,4.06,2846,928,1518,-590,-1555,25000000,"$13,002,632 ",Horror,PG-13,"$27,793,018 "
aPzvKH8AVf0,Logan Lucky,2017,BST,"3,031",10576645,27295,3669,7.44,2211,1148,767,381,1284,29000000,"$7,600,036 ",Comedy,PG-13,"$27,780,977 "
fChx_YZUAR0,Sinister 2,2015,Focus,"2,766",22592450,62478,3751,16.66,5525,2747,3643,-896,758,10000000,"$10,542,116 ",Horror,R,"$27,740,955 "
dYJrxezWLUk,Oculus,2014,Rela.,"2,648",9916785,22243,1449,15.35,3286,2170,2539,-369,454,5000000,"$12,005,402 ",Horror,R,"$27,695,246 "
BQmllwTKtqU,The Finest Hours,2016,BV,"3,143",8056306,9029,587,15.38,1037,716,371,345,1055,70000000,"$10,288,932 ",Thriller,PG-13,"$27,569,558 "
HszfdNS0JSc,Florence Foster Jenkins,2016,Par.,"1,528",1878325,6581,259,25.41,598,531,226,305,1003,29000000,"$6,601,313 ",Drama,PG-13,"$27,383,770 "
xsuG2JUgs_8,The Last Witch Hunter,2015,LG/S,"3,082",11053628,20184,1193,16.92,1887,1056,843,213,423,90000000,"$10,812,861 ",Fantasy,PG-13,"$27,367,660 "
DOjj07EuO50,No Escape,2015,Wein.,"3,355",3987740,11410,778,14.67,2277,1286,1300,-14,551,5000000,"$8,111,264 ",Action,R,"$27,288,872 "
hWnAqFyaQ5s,Cloud Atlas,2012,WB,"2,008",20874942,81274,3003,27.06,21955,21225,13740,7485,25932,102000000,"$9,612,247 ",Sci-Fi,R,"$27,108,272 "
y-oFOgFB2uM,Home Again,2017,ORF,"2,940",4346023,1836,305,6.019672131,229,170,161,9,95,12000000,"$8,567,881 ",Comedy,PG-13,"$27,020,284 "
79Sd4GtOXuI,Resident Evil: The Final Chapter,2017,SGem,"3,104",10915737,41077,3135,13.1,4117,1847,2239,-392,-333,40000000,"$13,601,682 ",Sci-Fi,R,"$26,830,068 "
x8PVK6Hky2A,Ricki and the Flash,2015,TriS,"1,603",4150135,6156,728,8.456043956,694,511,277,234,719,18000000,"$6,610,961 ",Comedy,PG-13,"$26,822,144 "
cQszhfoP_WI,The Best of Me,2014,Rela.,"2,936",11766106,44854,958,46.82,2200,1571,1039,532,2121,26000000,"$10,003,827 ",Other,PG-13,"$26,766,213 "
SRKjf8b4f2E,The Host (2013),2013,ORF,"3,202",5243434,19076,1047,18.22,7204,7138,3320,3818,11755,40000000,"$10,600,112 ",Sci-Fi,PG-13,"$26,627,201 "
6hW8hUcXR-A,The Forest,2016,Focus,"2,451",6300124,18281,1551,11.79,2671,1009,2090,-1081,-1820,10000000,"$12,741,176 ",Horror,PG-13,"$26,594,261 "
5-a8bWi4LO0,The Woman in Black 2: Angel of Death,2015,Rela.,"2,602",5301290,14478,5458,2.65,1876,717,1335,-618,-1309,15000000,"$15,027,415 ",Horror,PG-13,"$26,501,323 "
7uDuFh-nC-c,Run All Night,2015,WB,"3,171",8072450,13770,688,20.01,1588,830,706,124,520,50000000,"$11,012,305 ",Action,R,"$26,461,644 "
rn1PpRgUaeU,One For the Money,2012,LGF,"2,737",2789195,1042,61,17.08,227,194,87,107,340,40000000,"$11,515,790 ",Comedy,PG-13,"$26,414,527 "
3BmeR9GYdDU,Ben-Hur (2016),2016,Par.,"3,084",7971584,15547,7288,2.13,4171,2960,2510,450,1288,100000000,"$11,203,815 ",Drama,PG-13,"$26,410,477 "
0JjRoh13vzY,A Walk Among the Tombstones,2014,Uni.,"2,712",3177176,3591,497,7.23,428,246,208,38,125,28000000,"$12,758,780 ",Drama,R,"$26,307,600 "
wRcVgJjnFLo,That Awkward Moment,2014,Focus,"2,809",8958748,24882,922,26.99,981,570,450,120,665,8000000,"$8,742,109 ",Comedy,R,"$26,068,955 "
n__1Y-N5tQk,The World's End,2013,Focus,"1,551",3718108,12239,578,21.17,2245,1435,1027,408,1428,20000000,"$8,811,790 ",Comedy,R,"$26,004,851 "
Uw7PhPD31Ws,Alex Cross,2012,LG/S,"2,539",1310353,1684,64,26.31,308,386,151,235,652,35000000,"$11,396,768 ",Drama,PG-13,"$25,888,412 "
1Ks6JqLzVTA,The Lazarus Effect,2015,Rela.,"2,666",5925084,12972,876,14.81,2476,1075,1680,-605,-764,3300000,"$10,203,437 ",Horror,PG-13,"$25,801,047 "
Z8GTuWUFqdU,21 and Over,2013,Rela.,"2,771",1879299,425,84,5.05952381,60,29,33,-4,-3,13000000,"$8,754,168 ",Comedy,R,"$25,682,380 "
bp1-if1rJiM,The House,2017,WB (NL),"3,134",3800470,3189,474,6.73,263,98,100,-2,215,40000000,"$8,724,795 ",Comedy,R,"$25,584,504 "
K16NvLCk2CY,Katy Perry: Part of Me,2012,Par.,"2,730",4357409,29164,1260,23.15,3410,2498,964,1534,4819,12000000,"$7,138,266 ",Other,PG,"$25,326,071 "
wJ0Qhbm3Xj8,Top Five,2014,Par.,979,1787899,3073,217,14.16,357,174,159,15,292,12000000,"$6,896,593 ",Comedy,R,"$25,317,379 "
iQXmlf3Sefg,The Witch,2016,A24,"2,046",15665896,37849,3370,11.23,5467,3220,4499,-1279,-1029,4000000,"$8,800,230 ",Horror,R,"$25,138,705 "
CI4EjV_x_PQ,Escape Plan,2013,LG/S,"2,883",7017831,13480,696,19.37,2196,1423,972,451,1814,54000000,"$9,885,732 ",Action,R,"$25,135,965 "
KXHrCBkIxQQ,All the Money in the World,2017,TriS,"2,074",5637019,15243,2014,7.57,1727,1110,716,394,1266,50000000,"$5,584,684 ",Drama,R,"$25,113,707 "
0Juc2cL26mg,Winchester,2018,LGF,"2,480",16314924,11484,1009,11.38,1179,539,539,0,439,3500000,"$9,307,626 ",Horror,PG-13,"$25,091,816 "
K-H35Mpj4uk,In the Heart of the Sea,2015,WB,"3,103",10779746,26796,1367,19.6,2162,939,922,17,407,100000000,"$11,053,366 ",Drama,PG-13,"$25,020,758 "
F1YoByDi_Cg,The November Man,2014,Rela.,"2,776",2604224,1015,86,11.8,133,73,54,19,82,15000000,"$7,911,597 ",Action,R,"$25,018,119 "
rNQrKls7k-Q,Strangers: Prey at Night,2018,Aviron,"2,464",14409102,561,172,3.26,137,54,40,14,71,5000000,"$10,402,271 ",Horror,R,"$24,586,708 "
6615kYTpOSU,Don Jon,2013,Rela.,"2,422",9087167,35896,1084,33.11,5361,3228,2016,1212,4903,3000000,"$8,677,009 ",Comedy,R,"$24,477,704 "
UCrBICYM0yM,Downsizing,2017,Par.,"2,668",10158625,26357,2339,11.27,4671,2567,3167,-600,347,68000000,"$4,954,287 ",Comedy,R,"$24,449,754 "
55cuiV9yL6Q,Sparkle (2012),2012,TriS,"2,244",798015,2498,92,27.15,405,422,192,230,860,14000000,"$11,643,342 ",Drama,PG-13,"$24,397,469 "
mJsvmscPY9w,Bridget Jones's Baby,2016,Uni.,"2,927",6210969,8921,1673,5.33,1814,755,783,-28,124,35000000,"$8,571,785 ",Comedy,R,"$24,252,420 "
qns48PtK2io,White Boy Rick,2018,Studio 8,"2,504",3365615,18337,1408,13.02,2241,856,633,223,1032,29000000,"$8,860,431 ",Drama,R,"$23,695,337 "
kyQe5xe1dU4,Kevin Hart: What Now?,2016,Uni.,"2,567",2465024,14589,607,24.03,955,408,457,-49,917,9900000,"$11,767,210 ",Comedy,R,"$23,591,043 "
TRXGch6675Q,Endless Love (2014),2014,Uni.,"2,896",18744233,47955,2063,23.25,3173,2338,1363,975,3454,20000000,"$13,307,125 ",Other,PG-13,"$23,438,250 "
t6TRwfxDICM,Pompeii,2014,TriS,"2,658",9128283,16158,2401,6.73,4144,2351,2327,24,836,100000000,"$10,340,823 ",Drama,PG-13,"$23,219,748 "
2V8V6-VjnWw,Whiskey Tango Foxtrot,2016,Par.,"2,374",2598441,9962,727,13.7,848,339,367,-28,-5,35000000,"$7,450,275 ",Comedy,R,"$23,083,334 "
VCTen3-B8GU,Transcendence,2014,WB,"3,455",16041269,42339,1708,24.79,5778,4492,3514,978,4044,100000000,"$10,886,386 ",Sci-Fi,PG-13,"$23,022,309 "
F_8OKImO2pc,The Gallows,2015,WB (NL),"2,720",4427580,15262,1561,9.78,2706,1102,1578,-476,-332,100000,"$9,808,463 ",Horror,R,"$22,764,410 "
11TzXCWnUao,The Incredible Burt Wonderstone,2013,WB (NL),"3,160",2095817,2755,87,31.66666667,283,188,124,64,387,30000000,"$10,177,257 ",Comedy,PG-13,"$22,537,881 "
alQlJDRnQkE,Hitman: Agent 47,2015,Fox,"3,261",19447619,60858,4711,12.92,8901,5343,4308,1035,1918,35000000,"$8,326,530 ",Action,R,"$22,467,450 "
S2DwrJ9S3f4,The Bye Bye Man,2017,STX,"2,220",5977676,9368,1465,6.39,2887,844,1564,-720,-1091,7400000,"$13,501,349 ",Horror,PG-13,"$22,395,806 "
8Yih-CxTWsw,Project Almanac,2015,Par.,"2,893",9091090,21409,1336,16.02,2871,1692,1404,288,888,12000000,"$8,310,252 ",Sci-Fi,PG-13,"$22,348,241 "
oIB4jNYeRY4,Rough Night,2017,Sony,"3,162",5338898,24611,13874,1.77,4862,1999,3194,-1195,219,20000000,"$8,004,283 ",Comedy,R,"$22,105,643 "
kIv_ConaZ1c,My Little Pony: The Movie,2017,LGF,"2,528",4220328,21087,4174,5.05,8884,4743,4173,570,2615,6500000,"$8,885,899 ",Animation,PG,"$21,885,107 "
GXiDCWxF30U,Leap!,2017,Wein.,"2,575",1637301,8236,542,15.2,946,556,393,163,539,30000000,"$4,730,038 ",Animation,PG,"$21,858,070 "
SnD2EacXk0E,The Big Wedding,2013,LGF,"2,633",5601828,9100,452,20.13,514,273,204,69,272,35000000,"$7,591,663 ",Comedy,R,"$21,819,348 "
9KyltHXrxVk,Snowden,2016,ORF,"2,443",2456089,18036,515,35.02,1975,1149,908,241,1012,40000000,"$8,000,058 ",Thriller,R,"$21,587,519 "
yqlE-7PP7Ho,Black or White,2015,Rela.,"1,823",1807051,6083,375,16.22,1029,606,591,15,400,9000000,"$6,213,362 ",Drama,PG-13,"$21,571,189 "
UJjCkZF8-R0,Baggage Claim,2013,FoxS,"2,027",4347278,7124,748,9.524064171,1274,849,909,-60,77,8500000,"$9,031,102 ",Comedy,PG-13,"$21,569,509 "
83PpryYHHeY,As Above/So Below,2014,Uni.,"2,640",3818910,13252,817,16.22,3280,1889,2240,-351,45,5000000,"$8,632,820 ",Thriller,R,"$21,321,100 "
G-P3f_wDXvs,Mechanic: Resurrection,2016,LG/S,"2,258",9760717,32045,1161,27.6,1785,836,567,269,607,40000000,"$7,456,525 ",Action,R,"$21,218,403 "
O3mf_ewjc7s,Aloha,2015,Sony,"2,815",9916943,22173,1562,14.2,2278,1470,975,495,1685,37000000,"$9,670,235 ",Comedy,PG-13,"$21,067,116 "
kQ1Zcv54USA,Proud Mary,2018,SGem,"2,125",3177445,7385,1101,6.71,914,614,378,236,677,14000000,"$9,959,053 ",Drama,R,"$20,877,013 "
3EMkxEKKSQI,Free State of Jones,2016,STX,"2,815",5463342,6779,555,12.21,2141,1192,1278,-86,-495,50000000,"$7,572,206 ",Drama,R,"$20,810,036 "
LzWNDXwRbLY,Sleepless,2017,ORF,"1,803",7907079,27257,1459,18.68,2522,993,927,66,294,30000000,"$8,344,128 ",Drama,R,"$20,783,704 "
girSv9UH_V8,Blair Witch,2016,LGF,"3,121",11430629,29639,10525,2.82,10288,5564,8571,-3007,-6807,5000000,"$9,576,057 ",Horror,R,"$20,777,061 "
Sxz-Y-c2UUc,God's Not Dead 2,2016,PFR,"2,419",3294207,20562,18158,1.13,19139,9974,12928,-2954,-528,5000000,"$7,623,662 ",Drama,PG,"$20,774,575 "
nlI3Ykm3HV4,Diary of a Wimpy Kid: The Long Haul,2017,Fox,"3,157",2792301,11332,50528,0.22,16202,4646,5277,-631,2923,22000000,"$7,126,084 ",Comedy,PG,"$20,738,724 "
K9zy27apgI8,Keanu,2016,WB (NL),"2,658",2648371,8772,374,23.45,515,187,189,-2,211,15000000,"$9,453,224 ",Comedy,R,"$20,591,853 "
MQIvV800Atk,Superfly,2018,Sony,"2,220",6343981,22118,3218,6.87,3198,1695,1368,327,1451,16000000,"$6,870,740 ",Action,R,"$20,545,116 "
QCOXARv6J9k,The Circle (2017),2017,STX,"3,163",7328237,39548,1902,20.79,4016,1970,1412,558,1609,18000000,"$9,034,148 ",Drama,PG-13,"$20,497,844 "
